Player,height,weight,collage,born,G,MP,FG,FGA,FT,FTA,3P,3PA,2P,2PA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Anthony Goldwire,185.0,82.0,University of Houston,1971.0,385.0,6846.0,784.0,1938.0,393.0,497.0,307.0,783.0,477.0,1155.0,95.0,420.0,515.0,1049.0,223.0,11.0,364.0,535.0,2268.0
Anthony Grundy,190.0,81.0,North Carolina State University,1979.0,12.0,108.0,19.0,38.0,9.0,14.0,5.0,15.0,14.0,23.0,1.0,16.0,17.0,9.0,7.0,0.0,9.0,14.0,52.0
Anthony Johnson,196.0,97.0,University of Portland,1932.0,1038.0,19532.0,2121.0,5145.0,814.0,1092.0,402.0,1115.0,1719.0,4030.0,368.0,1323.0,1691.0,2887.0,692.0,114.0,1092.0,1643.0,5458.0
Anthony Jones,198.0,88.0,"University of Nevada, Las Vegas",1962.0,262.0,2758.0,396.0,996.0,175.0,231.0,26.0,85.0,370.0,911.0,141.0,205.0,346.0,209.0,138.0,60.0,150.0,275.0,993.0
Anthony Mason,201.0,113.0,Tennessee State University,1966.0,882.0,30605.0,3583.0,7033.0,2488.0,3511.0,2.0,12.0,3581.0,7021.0,1912.0,5367.0,7279.0,2963.0,648.0,244.0,1549.0,2353.0,9656.0
Anthony Miller,206.0,102.0,Michigan State University,1971.0,185.0,1648.0,198.0,388.0,114.0,198.0,2.0,8.0,196.0,380.0,185.0,305.0,490.0,66.0,58.0,26.0,91.0,245.0,512.0
Anthony Morrow,196.0,95.0,Georgia Institute of Technology,1985.0,654.0,13377.0,2118.0,4777.0,662.0,750.0,864.0,2113.0,1254.0,2664.0,332.0,944.0,1276.0,532.0,354.0,78.0,394.0,984.0,5762.0
Anthony Parker,198.0,97.0,Bradley University,1975.0,494.0,13752.0,1661.0,3744.0,560.0,705.0,596.0,1474.0,1065.0,2270.0,241.0,1333.0,1574.0,1129.0,439.0,85.0,495.0,792.0,4478.0
Anthony Peeler,193.0,94.0,University of Missouri,1969.0,865.0,21657.0,3291.0,7675.0,911.0,1142.0,993.0,2570.0,2298.0,5105.0,601.0,1658.0,2259.0,2093.0,836.0,144.0,1070.0,1767.0,8486.0
Anthony Pullard,208.0,111.0,McNeese State University,1966.0,8.0,37.0,8.0,18.0,1.0,3.0,0.0,0.0,8.0,18.0,2.0,6.0,8.0,2.0,2.0,2.0,5.0,5.0,17.0
Anthony Randolph,208.0,92.0,Louisiana State University,1989.0,292.0,4431.0,800.0,1758.0,473.0,647.0,21.0,87.0,779.0,1671.0,378.0,860.0,1238.0,220.0,172.0,248.0,351.0,518.0,2094.0
Anthony Roberson,196.0,83.0,Oral Roberts University,1955.0,94.0,867.0,146.0,375.0,14.0,15.0,78.0,227.0,68.0,148.0,14.0,57.0,71.0,55.0,33.0,2.0,32.0,69.0,384.0
Anthony Taylor,193.0,79.0,University of Oregon,1965.0,21.0,368.0,60.0,151.0,24.0,32.0,0.0,2.0,60.0,149.0,11.0,23.0,34.0,43.0,22.0,5.0,20.0,37.0,144.0
Anthony Tolliver,203.0,108.0,Creighton University,1985.0,642.0,13249.0,1433.0,3450.0,632.0,823.0,728.0,2023.0,705.0,1427.0,578.0,1814.0,2392.0,616.0,256.0,209.0,428.0,1120.0,4226.0
Anthony Tucker,203.0,99.0,Wake Forest University,1969.0,62.0,982.0,96.0,210.0,51.0,83.0,0.0,1.0,96.0,209.0,44.0,126.0,170.0,68.0,46.0,11.0,56.0,129.0,243.0
Antoine Carr,206.0,102.0,Wichita State University,1961.0,1064.0,21507.0,4019.0,8007.0,2081.0,2662.0,6.0,53.0,4013.0,7954.0,1266.0,2440.0,3706.0,1205.0,391.0,993.0,1312.0,3310.0,10125.0
Antoine Rigaudeau,201.0,95.0,,1971.0,11.0,91.0,8.0,35.0,0.0,0.0,1.0,5.0,7.0,30.0,4.0,4.0,8.0,6.0,3.0,0.0,6.0,11.0,17.0
Antoine Walker,193.0,86.0,Niagara University,1955.0,970.0,34486.0,6666.0,16087.0,2292.0,3676.0,1496.0,4605.0,5170.0,11482.0,2076.0,5510.0,7586.0,3435.0,1174.0,527.0,2757.0,2733.0,17120.0
Antoine Wright,201.0,95.0,Texas A&M University,1984.0,353.0,6946.0,753.0,1828.0,271.0,401.0,187.0,620.0,566.0,1208.0,197.0,631.0,828.0,375.0,167.0,93.0,277.0,725.0,1964.0
Antonio Anderson,188.0,83.0,Canisius College,1945.0,1.0,15.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0
Antonio Burks,185.0,90.0,University of Memphis,1980.0,81.0,789.0,79.0,204.0,24.0,42.0,4.0,17.0,75.0,187.0,5.0,44.0,49.0,104.0,33.0,1.0,48.0,70.0,186.0
Antonio Daniels,193.0,88.0,Bowling Green State University,1975.0,946.0,20692.0,2369.0,5345.0,1804.0,2273.0,381.0,1214.0,1988.0,4131.0,224.0,1466.0,1690.0,3111.0,590.0,86.0,990.0,972.0,6923.0
Antonio Davis,206.0,97.0,University of Texas at El Paso,1968.0,1027.0,29594.0,3535.0,7970.0,2893.0,3979.0,2.0,24.0,3533.0,7946.0,2620.0,5014.0,7634.0,1175.0,490.0,964.0,1511.0,2882.0,9965.0
Antonio Harvey,211.0,102.0,Pfeiffer University,1970.0,242.0,2775.0,313.0,789.0,130.0,263.0,1.0,5.0,312.0,784.0,224.0,409.0,633.0,73.0,81.0,177.0,152.0,331.0,757.0
Antonio Lang,211.0,111.0,University of Arkansas,1966.0,153.0,1433.0,122.0,272.0,91.0,126.0,0.0,8.0,122.0,264.0,80.0,135.0,215.0,52.0,59.0,47.0,91.0,215.0,335.0
Antonio McDyess,206.0,99.0,University of Alabama,1974.0,1057.0,28980.0,5172.0,10429.0,2166.0,3247.0,7.0,60.0,5165.0,10369.0,2548.0,5347.0,7895.0,1336.0,819.0,1126.0,1680.0,3194.0,12517.0
Antonis Fotsis,208.0,99.0,,1981.0,28.0,320.0,42.0,104.0,17.0,20.0,7.0,23.0,35.0,81.0,25.0,37.0,62.0,10.0,9.0,11.0,21.0,22.0,108.0
Archie Goodwin,196.0,90.0,University of Kentucky,1994.0,180.0,2610.0,403.0,922.0,294.0,415.0,50.0,206.0,353.0,716.0,93.0,266.0,359.0,230.0,73.0,43.0,220.0,200.0,1150.0
Arinze Onuaku,206.0,115.0,Syracuse University,1987.0,24.0,156.0,16.0,28.0,5.0,12.0,0.0,0.0,16.0,28.0,13.0,30.0,43.0,12.0,1.0,4.0,6.0,15.0,37.0
Armen Gilliam,206.0,104.0,"University of Nevada, Las Vegas",1964.0,1080.0,31491.0,5809.0,11836.0,3595.0,4644.0,0.0,21.0,5809.0,11815.0,2548.0,5050.0,7598.0,1292.0,814.0,711.0,2079.0,2406.0,15213.0
Armon Johnson,196.0,107.0,Bemidji State University,1920.0,56.0,525.0,86.0,187.0,25.0,34.0,7.0,18.0,79.0,169.0,13.0,49.0,62.0,67.0,15.0,1.0,50.0,49.0,204.0
Arnett Moultrie,211.0,112.0,Mississippi State University,1990.0,59.0,729.0,94.0,172.0,22.0,33.0,0.0,0.0,94.0,172.0,87.0,93.0,180.0,12.0,25.0,14.0,26.0,65.0,210.0
Aron Baynes,208.0,117.0,Washington State University,1986.0,295.0,4150.0,611.0,1189.0,321.0,396.0,1.0,7.0,610.0,1182.0,429.0,783.0,1212.0,157.0,57.0,124.0,229.0,579.0,1544.0
Arron Afflalo,196.0,95.0,"University of California, Los Angeles",1985.0,787.0,22649.0,3293.0,7355.0,1525.0,1845.0,943.0,2468.0,2350.0,4887.0,357.0,2000.0,2357.0,1485.0,378.0,140.0,947.0,1592.0,9054.0
Art Long,206.0,113.0,University of Cincinnati,1972.0,124.0,1431.0,176.0,398.0,49.0,107.0,4.0,6.0,172.0,392.0,151.0,228.0,379.0,54.0,32.0,53.0,105.0,255.0,405.0
Artis Gilmore*,218.0,108.0,Jacksonville University,1949.0,376.0,9342.0,1499.0,2480.0,1198.0,1740.0,0.0,3.0,1499.0,2477.0,720.0,1727.0,2447.0,425.0,148.0,436.0,739.0,1076.0,4196.0
Arvydas Macijauskas,193.0,97.0,,1980.0,19.0,135.0,14.0,41.0,13.0,15.0,3.0,12.0,11.0,29.0,3.0,7.0,10.0,5.0,7.0,0.0,8.0,10.0,44.0
Arvydas Sabonis*,221.0,126.0,,1964.0,470.0,11375.0,2082.0,4160.0,1329.0,1690.0,136.0,415.0,1946.0,3745.0,734.0,2702.0,3436.0,964.0,370.0,494.0,837.0,1290.0,5629.0
Ashraf Amaya,203.0,104.0,Southern Illinois University,1971.0,85.0,1248.0,133.0,292.0,112.0,177.0,1.0,2.0,132.0,290.0,133.0,222.0,355.0,36.0,29.0,13.0,67.0,180.0,379.0
Askia Jones,196.0,90.0,Kansas State University,1971.0,11.0,139.0,15.0,44.0,13.0,16.0,2.0,12.0,13.0,32.0,6.0,5.0,11.0,16.0,6.0,0.0,9.0,19.0,45.0
Audie Norris,206.0,104.0,Jackson State University,1960.0,78.0,1117.0,133.0,245.0,135.0,203.0,0.0,3.0,133.0,242.0,90.0,160.0,250.0,47.0,42.0,33.0,100.0,221.0,401.0
Austin Croshere,206.0,106.0,Providence College,1975.0,673.0,11580.0,1505.0,3698.0,1071.0,1248.0,434.0,1277.0,1071.0,2421.0,711.0,1972.0,2683.0,636.0,246.0,217.0,662.0,1099.0,4515.0
Austin Daye,211.0,99.0,Gonzaga University,1988.0,404.0,5300.0,731.0,1827.0,237.0,307.0,265.0,741.0,466.0,1086.0,174.0,815.0,989.0,279.0,146.0,148.0,261.0,619.0,1964.0
Austin Rivers,193.0,90.0,Duke University,1992.0,423.0,9401.0,1292.0,3103.0,550.0,840.0,315.0,931.0,977.0,2172.0,138.0,695.0,833.0,900.0,263.0,65.0,457.0,872.0,3449.0
Avery Bradley,188.0,81.0,University of Texas at Austin,1990.0,413.0,11619.0,2025.0,4578.0,438.0,567.0,520.0,1421.0,1505.0,3157.0,275.0,989.0,1264.0,702.0,446.0,87.0,565.0,885.0,5008.0
Avery Johnson,178.0,79.0,Southern University and A&M College,1965.0,1259.0,30161.0,4117.0,8603.0,1792.0,2541.0,32.0,215.0,4085.0,8388.0,428.0,1549.0,1977.0,6628.0,1155.0,176.0,2008.0,1896.0,10058.0
Awvee Storey,198.0,100.0,Arizona State University,1977.0,60.0,407.0,58.0,140.0,23.0,45.0,4.0,16.0,54.0,124.0,43.0,38.0,81.0,21.0,10.0,2.0,15.0,66.0,143.0
Axel Toupane,201.0,89.0,,1992.0,29.0,399.0,35.0,88.0,13.0,17.0,15.0,48.0,20.0,40.0,8.0,25.0,33.0,15.0,9.0,8.0,6.0,52.0,98.0
B.J. Armstrong,201.0,102.0,,1967.0,845.0,18979.0,2995.0,6282.0,1244.0,1454.0,452.0,1076.0,2543.0,5206.0,210.0,1226.0,1436.0,2690.0,574.0,47.0,956.0,1233.0,7686.0
B.J. Tyler,203.0,99.0,,1969.0,55.0,809.0,72.0,189.0,35.0,50.0,16.0,51.0,56.0,138.0,13.0,49.0,62.0,174.0,36.0,2.0,97.0,58.0,195.0
Baron Davis,190.0,94.0,"University of California, Los Angeles",1979.0,939.0,31822.0,5468.0,13396.0,2625.0,3666.0,1531.0,4752.0,3937.0,8644.0,829.0,2685.0,3514.0,6778.0,1689.0,402.0,2585.0,2630.0,15092.0
Barry Stevens,196.0,88.0,Iowa State University,1963.0,2.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0
Barry Sumpter,211.0,97.0,Austin Peay State University,1965.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bart Kofoed,193.0,95.0,University of Nebraska at Kearney,1964.0,111.0,702.0,58.0,150.0,43.0,70.0,3.0,16.0,55.0,134.0,16.0,40.0,56.0,108.0,19.0,4.0,56.0,95.0,162.0
Ben Bentil,206.0,106.0,Providence College,1995.0,3.0,10.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0
Ben Coleman,206.0,106.0,University of Maryland,1961.0,297.0,5110.0,809.0,1582.0,469.0,617.0,0.0,8.0,809.0,1574.0,421.0,857.0,1278.0,190.0,137.0,140.0,429.0,843.0,2087.0
Ben Davis,206.0,108.0,University of Arizona,1972.0,40.0,154.0,21.0,59.0,12.0,26.0,0.0,0.0,21.0,59.0,30.0,23.0,53.0,5.0,6.0,2.0,7.0,25.0,54.0
Ben Gillery,213.0,106.0,Georgetown University,1965.0,24.0,84.0,6.0,19.0,13.0,23.0,0.0,0.0,6.0,19.0,7.0,16.0,23.0,2.0,2.0,4.0,5.0,29.0,25.0
Ben Gordon,190.0,90.0,University of Connecticut,1983.0,744.0,20366.0,3931.0,9092.0,2051.0,2394.0,1171.0,2921.0,2760.0,6171.0,333.0,1518.0,1851.0,1868.0,508.0,114.0,1551.0,1720.0,11084.0
Ben Handlogten,208.0,108.0,Western Michigan University,1973.0,38.0,469.0,68.0,130.0,27.0,44.0,0.0,1.0,68.0,129.0,45.0,75.0,120.0,19.0,10.0,9.0,28.0,87.0,163.0
Ben Hansbrough,190.0,92.0,University of Notre Dame,1987.0,28.0,200.0,15.0,45.0,21.0,27.0,6.0,23.0,9.0,22.0,2.0,16.0,18.0,21.0,7.0,2.0,18.0,23.0,57.0
Ben McDonald,203.0,95.0,"University of California, Irvine",1962.0,176.0,3692.0,463.0,989.0,125.0,172.0,10.0,44.0,453.0,945.0,215.0,353.0,568.0,236.0,77.0,17.0,149.0,487.0,1061.0
Ben McLemore,196.0,88.0,University of Kansas,1993.0,293.0,7476.0,993.0,2384.0,389.0,499.0,367.0,1043.0,626.0,1341.0,137.0,617.0,754.0,352.0,203.0,53.0,395.0,668.0,2742.0
Ben Poquette,206.0,106.0,Central Michigan University,1955.0,276.0,4360.0,500.0,1049.0,261.0,337.0,5.0,35.0,495.0,1014.0,329.0,719.0,1048.0,227.0,98.0,158.0,180.0,561.0,1266.0
Ben Uzoh,190.0,92.0,University of Tulsa,1988.0,78.0,1178.0,131.0,342.0,55.0,94.0,3.0,10.0,128.0,332.0,68.0,127.0,195.0,191.0,47.0,14.0,63.0,91.0,320.0
Ben Wallace,206.0,108.0,Virginia Union University,1974.0,1160.0,34290.0,2707.0,5773.0,1181.0,2848.0,7.0,55.0,2700.0,5718.0,3678.0,7408.0,11086.0,1542.0,1457.0,2254.0,1128.0,2199.0,6602.0
Beno Udrih,190.0,92.0,,1982.0,982.0,20992.0,3114.0,6774.0,1134.0,1362.0,533.0,1522.0,2581.0,5252.0,360.0,1624.0,1984.0,3392.0,654.0,79.0,1388.0,1466.0,7895.0
Benoit Benjamin,213.0,113.0,Creighton University,1964.0,1019.0,26797.0,4401.0,8863.0,2465.0,3430.0,1.0,24.0,4400.0,8839.0,1808.0,5726.0,7534.0,1275.0,652.0,1859.0,2304.0,2834.0,11268.0
Bernard James,208.0,108.0,Florida State University,1985.0,92.0,761.0,76.0,153.0,51.0,75.0,0.0,3.0,76.0,150.0,85.0,127.0,212.0,13.0,17.0,61.0,34.0,105.0,203.0
Bernard King*,201.0,92.0,University of Tennessee,1956.0,389.0,12398.0,3382.0,6864.0,1900.0,2415.0,20.0,113.0,3362.0,6751.0,624.0,1188.0,1812.0,1395.0,304.0,64.0,1181.0,1096.0,8684.0
Bernard Robinson,198.0,95.0,University of Michigan,1980.0,159.0,2187.0,231.0,570.0,170.0,214.0,5.0,33.0,226.0,537.0,96.0,267.0,363.0,145.0,126.0,18.0,126.0,247.0,637.0
Bernard Thompson,198.0,95.0,"California State University, Fresno",1962.0,204.0,2935.0,410.0,934.0,258.0,327.0,0.0,17.0,410.0,917.0,164.0,188.0,352.0,266.0,127.0,27.0,181.0,391.0,1078.0
Bill Cartwright,216.0,111.0,University of San Francisco,1957.0,568.0,14401.0,2074.0,4229.0,1501.0,1978.0,0.0,0.0,2074.0,4229.0,961.0,2146.0,3107.0,784.0,231.0,195.0,900.0,1510.0,5649.0
Bill Curley,206.0,99.0,Boston College,1972.0,195.0,2115.0,211.0,469.0,108.0,149.0,3.0,12.0,208.0,457.0,163.0,214.0,377.0,77.0,81.0,57.0,112.0,451.0,533.0
Bill Edwards,203.0,97.0,Wright State University,1971.0,3.0,44.0,2.0,18.0,2.0,5.0,0.0,5.0,2.0,13.0,5.0,9.0,14.0,4.0,3.0,1.0,4.0,6.0,6.0
Bill Garnett,208.0,99.0,University of Portland,1940.0,145.0,2320.0,261.0,549.0,236.0,336.0,0.0,4.0,261.0,545.0,204.0,357.0,561.0,162.0,67.0,37.0,183.0,370.0,758.0
Bill Hanzlik,201.0,83.0,University of Notre Dame,1957.0,431.0,9285.0,1212.0,2843.0,1147.0,1478.0,41.0,188.0,1171.0,2655.0,379.0,819.0,1198.0,1244.0,445.0,121.0,647.0,1329.0,3612.0
Bill Jones,201.0,79.0,University of Iowa,1966.0,37.0,307.0,50.0,102.0,29.0,43.0,0.0,1.0,50.0,101.0,20.0,27.0,47.0,20.0,17.0,6.0,18.0,38.0,129.0
Bill Laimbeer,211.0,111.0,University of Notre Dame,1957.0,743.0,23932.0,3983.0,8071.0,1578.0,1856.0,196.0,582.0,3787.0,7489.0,1708.0,5386.0,7094.0,1456.0,515.0,621.0,1014.0,2412.0,9740.0
Bill Martin,201.0,92.0,Georgetown University,1962.0,84.0,860.0,168.0,374.0,61.0,75.0,0.0,9.0,168.0,365.0,53.0,83.0,136.0,58.0,30.0,9.0,74.0,129.0,397.0
Bill Walton*,211.0,95.0,"University of California, Los Angeles",1952.0,157.0,3305.0,510.0,953.0,290.0,420.0,0.0,2.0,510.0,951.0,315.0,860.0,1175.0,330.0,89.0,256.0,340.0,417.0,1310.0
Bill Wennington,213.0,111.0,St. John's University,1963.0,720.0,9740.0,1379.0,3006.0,538.0,684.0,5.0,36.0,1374.0,2970.0,688.0,1460.0,2148.0,440.0,226.0,248.0,440.0,1680.0,3301.0
Billy Donovan,180.0,77.0,Providence College,1965.0,44.0,364.0,44.0,109.0,17.0,21.0,0.0,7.0,44.0,102.0,5.0,20.0,25.0,87.0,16.0,1.0,42.0,33.0,105.0
Billy Knight,198.0,88.0,University of Pittsburgh,1952.0,136.0,1600.0,312.0,708.0,128.0,146.0,22.0,50.0,290.0,658.0,100.0,136.0,236.0,160.0,32.0,4.0,140.0,124.0,774.0
Billy McKinney,183.0,72.0,Northwestern University,1955.0,9.0,83.0,10.0,23.0,2.0,2.0,0.0,0.0,10.0,23.0,1.0,4.0,5.0,13.0,3.0,0.0,2.0,9.0,22.0
Billy Owens,203.0,99.0,Syracuse University,1969.0,724.0,20906.0,3346.0,7000.0,1418.0,2257.0,98.0,334.0,3248.0,6666.0,1691.0,3037.0,4728.0,2005.0,651.0,380.0,1559.0,2119.0,8208.0
Billy Paultz,211.0,106.0,St. John's University,1948.0,62.0,370.0,32.0,87.0,18.0,28.0,0.0,0.0,32.0,87.0,24.0,72.0,96.0,16.0,6.0,11.0,30.0,51.0,82.0
Billy Thomas,193.0,94.0,University of Kansas,1975.0,64.0,571.0,55.0,168.0,13.0,15.0,35.0,118.0,20.0,50.0,12.0,42.0,54.0,26.0,26.0,2.0,23.0,56.0,158.0
Billy Thompson,201.0,88.0,University of Louisville,1963.0,300.0,6697.0,1074.0,2128.0,416.0,617.0,2.0,13.0,1072.0,2115.0,670.0,945.0,1615.0,514.0,158.0,272.0,529.0,817.0,2566.0
Bimbo Coles,185.0,81.0,Virginia Polytechnic Institute and State University,1968.0,968.0,23625.0,2923.0,6936.0,1481.0,1829.0,347.0,1229.0,2576.0,5707.0,529.0,1610.0,2139.0,3807.0,846.0,155.0,1466.0,2137.0,7674.0
Bismack Biyombo,206.0,115.0,,1992.0,447.0,9557.0,809.0,1581.0,558.0,1009.0,0.0,1.0,809.0,1580.0,910.0,2035.0,2945.0,189.0,117.0,667.0,411.0,1031.0,2176.0
Bison Dele,206.0,106.0,University of Arizona,1969.0,413.0,10004.0,1847.0,3499.0,840.0,1215.0,2.0,14.0,1845.0,3485.0,853.0,1711.0,2564.0,440.0,320.0,355.0,822.0,1297.0,4536.0
Blair Rasmussen,213.0,113.0,University of Oregon,1962.0,532.0,11409.0,2248.0,4767.0,614.0,801.0,9.0,35.0,2239.0,4732.0,913.0,2093.0,3006.0,467.0,210.0,484.0,460.0,1623.0,5119.0
Blake Ahearn,188.0,86.0,Missouri State University,1984.0,19.0,226.0,21.0,77.0,32.0,33.0,14.0,47.0,7.0,30.0,1.0,21.0,22.0,22.0,7.0,0.0,22.0,27.0,88.0
Blake Griffin,208.0,113.0,University of Oklahoma,1989.0,471.0,16567.0,3906.0,7547.0,2225.0,3305.0,80.0,268.0,3826.0,7279.0,1154.0,3269.0,4423.0,1954.0,455.0,269.0,1159.0,1412.0,10117.0
Blue Edwards,193.0,90.0,East Carolina University,1965.0,771.0,19521.0,3202.0,6755.0,1314.0,1680.0,326.0,983.0,2876.0,5772.0,748.0,1758.0,2506.0,1486.0,771.0,313.0,1268.0,2066.0,8044.0
Bo Kimble,193.0,86.0,Loyola Marymount University,1966.0,105.0,1336.0,217.0,562.0,115.0,158.0,25.0,86.0,192.0,476.0,58.0,104.0,162.0,98.0,41.0,14.0,98.0,205.0,574.0
Bo Outlaw,203.0,95.0,University of Houston,1971.0,997.0,22668.0,2171.0,3833.0,1000.0,1939.0,4.0,40.0,2167.0,3793.0,1832.0,2969.0,4801.0,1568.0,925.0,1285.0,1152.0,2369.0,5346.0
Bob Hansen,198.0,86.0,University of Iowa,1961.0,588.0,11494.0,1656.0,3545.0,493.0,754.0,172.0,530.0,1484.0,3015.0,412.0,899.0,1311.0,972.0,371.0,49.0,555.0,1271.0,3977.0
Bob Martin,213.0,113.0,University of Minnesota,1969.0,54.0,549.0,41.0,93.0,31.0,51.0,0.0,0.0,41.0,93.0,38.0,81.0,119.0,18.0,8.0,34.0,29.0,108.0,113.0
Bob McAdoo*,206.0,95.0,University of North Carolina,1951.0,95.0,1863.0,400.0,797.0,184.0,243.0,0.0,1.0,400.0,796.0,104.0,294.0,398.0,102.0,28.0,71.0,144.0,234.0,984.0
Bob McCann,198.0,110.0,Morehead State University,1964.0,178.0,2385.0,296.0,618.0,146.0,253.0,1.0,5.0,295.0,613.0,154.0,314.0,468.0,104.0,80.0,79.0,134.0,349.0,739.0
Bob Sura,196.0,90.0,Florida State University,1973.0,737.0,17260.0,2120.0,5113.0,1566.0,2250.0,444.0,1382.0,1676.0,3731.0,686.0,1880.0,2566.0,2707.0,703.0,156.0,1336.0,1635.0,6250.0
Bob Thornton,208.0,102.0,"University of California, Irvine",1962.0,331.0,3979.0,385.0,850.0,236.0,417.0,2.0,11.0,383.0,839.0,313.0,511.0,824.0,114.0,85.0,38.0,245.0,681.0,1008.0
Boban Marjanovic,221.0,131.0,,1988.0,89.0,801.0,177.0,306.0,134.0,172.0,0.0,0.0,177.0,306.0,119.0,205.0,324.0,30.0,18.0,35.0,39.0,79.0,488.0
Bobby Brown,193.0,92.0,Miami University,1923.0,251.0,3023.0,481.0,1254.0,96.0,118.0,156.0,491.0,325.0,763.0,46.0,140.0,186.0,424.0,73.0,8.0,223.0,279.0,1214.0
Bobby Cattage,206.0,113.0,Auburn University,1958.0,29.0,185.0,28.0,83.0,35.0,44.0,1.0,5.0,27.0,78.0,15.0,19.0,34.0,4.0,6.0,0.0,13.0,23.0,92.0
Bobby Hurley,183.0,74.0,Duke University,1971.0,330.0,5045.0,454.0,1261.0,305.0,396.0,69.0,257.0,385.0,1004.0,65.0,284.0,349.0,1057.0,143.0,7.0,471.0,439.0,1282.0
Bobby Jackson,185.0,83.0,University of Minnesota,1973.0,827.0,18179.0,2959.0,7107.0,1209.0,1525.0,770.0,2173.0,2189.0,4934.0,656.0,1872.0,2528.0,2084.0,749.0,73.0,1073.0,1468.0,7897.0
Bobby Jones,206.0,95.0,University of North Carolina,1951.0,288.0,4550.0,559.0,1096.0,403.0,504.0,37.0,120.0,522.0,976.0,234.0,473.0,707.0,353.0,173.0,107.0,282.0,571.0,1558.0
Bobby Phills,196.0,95.0,Southern University and A&M College,1969.0,467.0,13426.0,1957.0,4416.0,897.0,1215.0,342.0,878.0,1615.0,3538.0,411.0,1058.0,1469.0,1246.0,592.0,139.0,711.0,1106.0,5153.0
Bobby Portis,211.0,104.0,University of Arkansas,1995.0,126.0,2102.0,369.0,811.0,87.0,125.0,48.0,148.0,321.0,663.0,198.0,435.0,633.0,87.0,41.0,33.0,91.0,194.0,873.0
Bobby Simmons,201.0,95.0,DePaul University,1980.0,466.0,11513.0,1551.0,3552.0,709.0,862.0,378.0,955.0,1173.0,2597.0,559.0,1232.0,1791.0,710.0,396.0,83.0,522.0,1153.0,4189.0
Bojan Bogdanovic,198.0,92.0,,1992.0,319.0,8135.0,1337.0,3015.0,631.0,724.0,508.0,1378.0,829.0,1637.0,160.0,862.0,1022.0,389.0,131.0,28.0,453.0,515.0,3813.0
Boniface N'Dong,213.0,89.0,,1977.0,23.0,152.0,22.0,53.0,6.0,9.0,0.0,1.0,22.0,52.0,15.0,22.0,37.0,7.0,2.0,5.0,6.0,23.0,50.0
Bonzi Wells,196.0,95.0,Ball State University,1976.0,736.0,18567.0,3429.0,7530.0,1580.0,2270.0,257.0,802.0,3172.0,6728.0,962.0,2366.0,3328.0,1485.0,935.0,243.0,1479.0,1880.0,8695.0
Boris Diaw,203.0,113.0,,1982.0,1202.0,32946.0,4409.0,8946.0,1177.0,1652.0,581.0,1693.0,3828.0,7253.0,1446.0,3900.0,5346.0,4222.0,743.0,588.0,2224.0,2596.0,10576.0
Bostjan Nachbar,206.0,100.0,,1980.0,424.0,7471.0,959.0,2401.0,566.0,721.0,419.0,1134.0,540.0,1267.0,158.0,920.0,1078.0,384.0,180.0,105.0,377.0,946.0,2903.0
Bracey Wright,211.0,102.0,"University of California, Los Angeles",1962.0,26.0,325.0,45.0,111.0,27.0,34.0,12.0,37.0,33.0,74.0,10.0,29.0,39.0,20.0,10.0,1.0,14.0,14.0,129.0
Brad Daugherty,213.0,111.0,University of North Carolina,1965.0,548.0,20029.0,3823.0,7189.0,2741.0,3670.0,2.0,14.0,3821.0,7175.0,1207.0,4020.0,5227.0,2028.0,422.0,397.0,1511.0,1466.0,10389.0
Brad Davis,190.0,81.0,University of Maryland,1955.0,585.0,12114.0,1543.0,3170.0,872.0,1041.0,235.0,693.0,1308.0,2477.0,153.0,754.0,907.0,2504.0,413.0,100.0,720.0,1272.0,4193.0
Brad Lohaus,211.0,104.0,University of Iowa,1964.0,868.0,14133.0,2128.0,4831.0,538.0,727.0,491.0,1356.0,1637.0,3475.0,672.0,1915.0,2587.0,992.0,405.0,664.0,761.0,1742.0,5285.0
Brad Miller,211.0,110.0,Purdue University,1976.0,1014.0,28900.0,4104.0,8521.0,3152.0,3928.0,227.0,673.0,3877.0,7848.0,2110.0,5255.0,7365.0,2856.0,767.0,669.0,1612.0,2850.0,11587.0
Brad Sellers,213.0,95.0,Ohio State University,1962.0,457.0,7854.0,1129.0,2522.0,509.0,642.0,6.0,35.0,1123.0,2487.0,467.0,686.0,1153.0,468.0,154.0,268.0,381.0,752.0,2773.0
Brad Wright,211.0,102.0,"University of California, Los Angeles",1962.0,16.0,145.0,21.0,51.0,12.0,28.0,0.0,1.0,21.0,50.0,25.0,29.0,54.0,1.0,3.0,6.0,15.0,23.0,54.0
Bradley Beal,196.0,93.0,University of Florida,1993.0,324.0,10774.0,2122.0,4808.0,821.0,1032.0,663.0,1661.0,1459.0,3147.0,248.0,904.0,1152.0,1003.0,334.0,97.0,610.0,688.0,5728.0
